FileSize,FileCount,Bandwidth,RTT,BufferSize,Parallelism,Concurrency,Pipelining,Fast,Throughput,Duration,Date,Time,Source,Destination
3136594,3424,10000,0.044,33554432,32,1,1,0,618.4870179,132.480438,4/10/15,19:01.8,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,1,2,0,526.9366414,155.4977129,4/10/15,21:14.3,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,1,4,0,818.3354703,100.1269581,4/10/15,23:49.8,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,1,8,0,908.958827,90.14428496,4/10/15,25:29.9,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,1,16,0,978.4475855,83.74229407,4/10/15,27:00.0,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,1,32,0,646.0276833,126.8326981,4/10/15,28:23.8,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,2,1,0,606.1123116,135.18523,4/10/15,30:30.6,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,2,2,0,563.7524182,145.342968,4/10/15,32:45.8,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,2,4,0,771.7276661,106.174032,4/10/15,35:11.1,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,2,8,0,850.758182,96.31108308,4/10/15,36:57.3,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,2,16,0,543.0673664,150.878948,4/10/15,38:33.6,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,2,32,0,668.920902,122.49196,4/10/15,41:04.5,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,4,1,0,766.2346692,106.935194,4/10/15,43:07.0,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,4,2,0,860.6114123,95.20840383,4/10/15,44:53.9,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,4,4,0,829.0439997,98.83364701,4/10/15,46:29.1,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,4,8,0,1036.387315,79.06063914,4/10/15,48:08.0,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,4,16,0,854.9445082,95.83948493,4/10/15,49:27.0,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,4,32,0,850.4946569,96.34091997,4/10/15,51:02.9,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,8,1,0,1149.672872,71.27023387,4/10/15,52:39.2,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,8,2,0,1236.486554,66.26638603,4/10/15,53:50.5,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,8,4,0,1274.805905,64.27445602,4/10/15,54:56.8,Stampede,Blacklight
3136594,3424,10000,0.044,33554432,32,8,8,0,1298.281327,63.11230087,4/10/15,56:01.0,Stampede,Blacklight
